Index,Entry Word,Part of Speech,Affix,Definition
1085,gerenda,n f,-i/-a-,gerenda
1086,gézo,n m,-i/-os-,"pára, gőz"
1087,gida,n f,-i/-a-,gida
1088,gitára,n f,-i/-a-,gitár
1089,gitározínel,v itr,-d-/-d-,gitározik
1090,gizda,n f,-i/-a-,büszkeség
1091,gizdavípe,n m,—/-ípes-,büszkeség
1092,gizdavo,adj m,,büszke
1093,goďár,adj m,,okos
1094,goďarika,adv mod,,bölcsen
1095,gódi,n f,"-a, -ja/-a-, -ja-",1. elme 2. agy
1096,gőgöšno,adj m,,gőgös
1097,gója,n f,-i/-a-,gólya
1098,gomba,n f,-i/-a-,gomba
1099,gombinéto,n m,-i/-os-,kombiné
1100,gombo,n m,-i/-os-,gomb
1101,gombóca,n f,-i/-a-,gombóc
1102,gömböjümno,adj m,,gömbölyű
1103,gombolínel,v tr,-d-/-d-,gombol
1104,gómo,n m,-e/-es-,főnök
1105,gondo,n m,-i/-os-,gond
1106,gondolato,n m,-i/-os-,gondolat
1107,gondolínel,v tr,-d-/-d-,gondol
1108,gondoškodáši,n m,-ivja/-is-,gondoskodás
1109,gondoškodínel,v tr,-d-/-d-,gondoskodik
1110,góno,n m,-e/-es-,zsák
1111,gonosno,adj m,,gonosz
1112,gra,n m,-i/-as-,ló
1113,grafiko,n m,-i/-os-,"grafit, ceruzabél"
1114,graho,n m,-i/-os-,bab
1115,grasni,n f,"-a, -ja/-a-, -ja-",kanca
1116,grast,n m,-a/-es-,csődör
1117,grastano,adj m,,ló-
1118,grímínel,v itr,-d-/-d-,mennydörög
1119,gríminípe,n m,—/-ípes-,dörgés
1120,grobi,n m,-ivja/-is-,temető
1121,gugulínel,v itr,-d-/-d-,guggol
1122,guli daj,n f,"-a, -ja/-a-, -ja-",édesanya
1123,guli márjóri,n f,-ivja/-i-,Szűz Mária
1124,guli phen,n f,"-a, -ja/-a-, -ja-",édestestvér
1125,guljárel,v tr,-d-/-d-,megédesít
1126,gullípe,n m,—/-ípes-,édesség
1127,gullo,adj m,,édes
1128,gulo dad,n m,-a/-es-,édesapa
1129,gulo dél,n phr m,,Isten
1130,gulo phral,n m,-a/-es-,édestestvér
1131,gulubica,n f,-i/-a-,galamb
1132,gúnári,n m,-ivja/-is-,gúnár
1133,guňhóva,n f,-i/-a-,kunyhó
1134,gúňolínel,v tr,-d-/-d-,gúnyol
1135,gürcölínel,v itr,-d-/-d-,gürcöl
1136,gurumni,n f,"-a, -ja/-a-, -ja-",tehén
1137,gúruv,n m,-a/-es-,bika
1138,guruváno,adj m,,marha
1139,guruváno mas,n phr m,,marhahús
1140,guruvni,n f,"-a, -ja/-a-, -ja-",tehén
1141,gusturica,n f,-i/-a-,gyík
1142,há,part,,igen
1143,háben,n m,-a/-es-,"étel, élelem"
1144,habo,n m,-i/-os-,hab
1145,háború,n m,úvi/ús,háború
1146,haččerego,n m,-i/-os-,hadsereg
1147,haďomáňi,n m,-ivja/-is-,hagyomány
1148,haďomáňošno,adj m,,hagyományos
1149,haďomáňošno mošógépo,n m,-i/-os-,hagyományos mosógép
1150,hahál,v tr,,"etet, megetet"
1151,hahável,v tr,-d-/-d-,"etet, megetet"
